Name,Summary,skills
Java Developers (Immediate roles),Client is looking for an Java Developer.Immediate Interviews within 24 Hrs*.Who is a problem solver and gives ideas.He/ She should not look for clock.,['java']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
"Staff Software Engineer, Real Time Payments (REF24378W) - Vi...","Must have a good base in building scalable, reliable and highly performant systems.Be part of a small team of go getters in an agile model.","['scala', 'Go']"
Full Stack Engineer (Ruby Back End),"Must have excellent oral and written communication skills.Experience with React.js, Backbone.js or similar JavaScript frameworks with good understanding and…","['js', 'React', 'javascript', 'Go']"
Software Engineer II - Java,"Knowledge of Object-oriented Programming Languages, such as Java and C++, in the development of systems, applications and web services, demonstrated by advanced…","['c++', 'java', 'Object-oriented programming']"
Senior Software Engineer - Observability (Full Stack),Proficiency in any modern programming language such as Java or Scala.This team collects and processes more than 5 billion metrics and evaluated ~1M alerts per…,"['metrics', 'java', 'scala']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…Disability FriendlyIndividuals with disabilities are encouraged to apply.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.Distributed SystemsSkill or experience with distributed computing systems.+4 moreJavaA compiled programming language and computing platform. Runs mainly on servers.PythonAn interpreted, open-source programming language.ScalaA functional programming language that runs on the JVM (Java Virtual Machine).Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.","['Go', 'java', 'scala', 'ply', 'ai', 'algorithms', 'c++', 'machine learning', 'c', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:Disability FriendlyIndividuals with disabilities are encouraged to apply.ReactA JavaScript library for building user interfaces for web applications.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.","['scripting', 'React', 'ply', 'ai', 'gin', 'javascript']"
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…OS KernelsKnowledge of or experience working with kernels. A kernel is a fundamental component of an operating system.Disability FriendlyIndividuals with disabilities are encouraged to apply.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.+5 moreMaster's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.LinuxOpen-source kernel for a family of operating systems.Software DevelopmentExperience in or knowledge of software development.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.","['ply', 'data architecture', 'algorithms', 'gin', 'linux']"
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.Disability FriendlyIndividuals with disabilities are encouraged to apply.ConfluenceKnowledge management and workplace collaboration software developed by Atlassian.JiraIssue tracking and project management software by Atlassian.+8 moreTableauData visualization software built for business intelligence applications. Developed by Tableau.Analysis SkillsSkill at using mental reasoning or research to gain insight into or solve problems.ExcelSpreadsheet software developed by Microsoft.SQLProgramming language used for interacting with data held in a relational database.TrelloProject management web application developed by Atlassian.Performance MarketingExperience with consumer interaction based marketing systems where advertiser costs are linked to measured impressions. StatisticsKnowledge or experience in the field of statistics, from basic to advanced.Acquisition StrategyExperience developing strategies to attract new customers through marketing and advertising.","['visual', 'ply', 'sql', 'ai', 'gin', 'database']"
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.JiraIssue tracking and project management software by Atlassian.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Disability FriendlyIndividuals with disabilities are encouraged to apply.+18 moreShell ScriptingScripts that run in a Unix or Windows shell.MVCThe software architectural pattern that divides an application into three components: the model, the view, and the controller.Stock OptionsThe contractual right for an employee to buy shares of the company's stock at an agreed upon, discounted price during a specified period of time.DjangoOpen source web framework built on Python.Computer Engineering DegreePostsecondary degree in computer engineering, including degrees in hardware engineering and software engineering. A degree in computer engineering focuses on hardware and software development.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.PythonAn interpreted, open-source programming language.Software DevelopmentExperience in or knowledge of software development.APIsSkill or experience with programming interfaces that allow communication between products or services.GitA version-control system for source code management.Paid Time OffPaid time off from work.ReactA JavaScript library for building user interfaces for web applications.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.","['scripting', 'React', 'css', 'visual', 'plan', 'ply', 'shell', 'ai', 'django', 'html', 'Git', 'gin', 'MVC', 'javascript', 'python']"
